epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,57.5986,1.31747,1.14444,0.98937,0.48378,0.56535,0.55008,0.24656,1.79302,2.04344,1.2512,0.000540037,0.000540037,0.000540037
43,58.843,1.23835,1.22634,0.98876,0.56309,0.36927,0.53487,0.26862,1.73754,2.20417,1.25683,0.000531038,0.000531038,0.000531038
44,60.1046,1.26161,1.17999,0.97064,0.50132,0.49519,0.48899,0.24789,1.66675,2.47112,1.25647,0.000522039,0.000522039,0.000522039
45,61.481,1.32345,1.18247,0.98263,0.53757,0.41095,0.48441,0.25359,1.69771,2.44529,1.27963,0.00051304,0.00051304,0.00051304
46,62.7794,1.25306,1.17853,0.97986,0.41203,0.46241,0.4363,0.21838,1.9036,2.46547,1.38559,0.00050404,0.00050404,0.00050404
47,64.051,1.23495,1.12899,0.96165,0.4126,0.33805,0.40885,0.18138,2.0505,2.74894,1.51431,0.000495041,0.000495041,0.000495041
48,65.2761,1.23245,1.09606,0.96881,0.56195,0.27614,0.40657,0.19649,1.82026,2.47509,1.33431,0.000486042,0.000486042,0.000486042
49,66.5436,1.30492,1.14265,0.96396,0.61708,0.29998,0.44526,0.20902,1.78567,2.39532,1.2813,0.000477043,0.000477043,0.000477043
50,67.7699,1.19351,1.06893,0.96288,0.69616,0.24912,0.40317,0.18021,1.83905,2.58251,1.27586,0.000468044,0.000468044,0.000468044
51,69.0337,1.21,1.01789,0.95048,0.30426,0.39624,0.36971,0.17304,1.82989,2.60402,1.28552,0.000459045,0.000459045,0.000459045
52,70.3793,1.29966,1.13479,0.97399,0.28996,0.38212,0.36796,0.19608,1.95216,2.48548,1.33112,0.000450046,0.000450046,0.000450046
53,71.7648,1.22955,1.10204,0.96664,0.38719,0.34644,0.37623,0.20538,1.89353,2.49429,1.3412,0.000441047,0.000441047,0.000441047
54,73.0175,1.16071,1.00545,0.94541,0.5212,0.36009,0.38858,0.20293,1.81443,2.49453,1.3272,0.000432048,0.000432048,0.000432048
55,74.3027,1.20531,1.03526,0.95884,0.45248,0.39518,0.36536,0.18483,1.92747,2.43527,1.37692,0.000423049,0.000423049,0.000423049
56,75.5989,1.25692,1.07284,0.95159,0.54456,0.35998,0.37056,0.18384,2.03202,2.38594,1.4675,0.000414049,0.000414049,0.000414049
57,76.8817,1.22212,1.061,0.94056,0.34383,0.42149,0.34858,0.18654,2.08977,2.32842,1.43666,0.00040505,0.00040505,0.00040505
58,78.1514,1.2403,0.98648,0.95069,0.38651,0.50921,0.35102,0.19185,2.08553,2.31945,1.38976,0.000396051,0.000396051,0.000396051
59,79.4325,1.18747,0.98349,0.95565,0.32942,0.50921,0.37183,0.19755,2.00151,2.25087,1.35331,0.000387052,0.000387052,0.000387052
60,80.6985,1.19597,0.96975,0.93211,0.41032,0.62641,0.44457,0.23742,1.90185,2.00713,1.3391,0.000378053,0.000378053,0.000378053
61,81.9355,1.27694,1.00809,0.93921,0.36555,0.49741,0.43301,0.21844,2.07753,2.059,1.36619,0.000369054,0.000369054,0.000369054
62,83.199,1.16051,0.95133,0.93291,0.52324,0.43469,0.43651,0.21904,2.07572,2.06524,1.37323,0.000360055,0.000360055,0.000360055
63,84.4858,1.14656,0.93749,0.95782,0.51987,0.53547,0.45623,0.21166,2.03087,2.20816,1.37993,0.000351056,0.000351056,0.000351056
64,85.7732,1.13149,0.92183,0.94466,0.48765,0.31854,0.35413,0.17809,1.99252,2.4971,1.43928,0.000342057,0.000342057,0.000342057
65,87.0624,1.17293,0.96653,0.95298,0.38917,0.35023,0.36767,0.18041,2.04976,2.38143,1.49442,0.000333058,0.000333058,0.000333058
66,88.3516,1.15006,0.92954,0.94908,0.36821,0.33598,0.36995,0.18854,1.95775,2.31537,1.49239,0.000324058,0.000324058,0.000324058
